题目,朝代,作者,内容,来源,词牌
"鹧鸪天 癸巳生日故人问讯，焚香自遣","当代","石任之","七宝鬘云雨异香。梅阴素手爇初阳。双烟如织分明怨，一寸成灰彻底藏。金烬黯，暖氛凉。馀薰深忏腻吾裳。未来因莫轻轻种，小劫空华只自忘。","Werneror",""
"听琴","当代","卢青山","羲皇建木荫人寰，娲皇结丝神桑蚕，彼岂有意肇其端。后之奇圣心桓桓，舌不得语如钥关，合此丝木聊相宣。试拂以指声空然，袅袅如断如连环，此非其魂飏而翻。万年一瞬不可攀，死者已死传者传，我来犹及观奇观。老翁默坐垂长髯，焚香静直躯不弯，举座恭穆如朝参。长河渺渺生孤帆，渐近而前兴微澜，既渐而逝天之缘。琵琶艳薄徒浮繁，二胡凄抑谁能堪，唯此古拙舒以宽。君不见此流水与高山，山齿齿兮水潺潺，渔樵容裔全其天。山中伐木声檀檀，短桨细与波周旋，此呼彼答回苍岚。朝携同出暮同还，慈严妻子守门椽，相随者谁鸟关关。廿年流泊思归船，不循此去更何川，感我双泪下流丸。泪不能止曲已完，眼前车马奔惊湍。人嚣尘捲鬼狂欢，唯予块立魂如删。","Werneror",""
"临江仙 癸巳孟冬湖西三醉芙蓉犹有馀妍","当代","石任之","已向人间三醉后，依然花气如酲。白英翠萼转分明。可堪秋寤寐，输与蝶精诚。坐久不知谁是梦，风前看到红生。苍苔寥寂妒金铃。飞沉都莫问，暂得我怜卿。","Werneror",""
"咏因特网","当代","陈伟强","重重帝网下苍穹，裹得凡人尽化“虫”。世界三千光里现，生灵十亿镜中逢。红尘从此绝青鸟，碧落如今通雪鸿。昨夜嫦娥遣“伊妹”，邀侬同住广寒宫。","Werneror",""
"沈园歌","当代","陈伟强","踏遍江南绿水村，赏心最是沈家园。游人多倚荷边榭，骚客频推柳下门。十二栏干处处风，春波桥上看飞红。壁间两阕《钗头凤》，使我低徊思放翁。放翁本是佳公子，绮貌清才世无比。远志常教侠士钦，多情每使美人喜。山阴闺秀名唐琬，蕙质兰心眉宛转。缘是陆郎中表亲，茜纱窗下常相见。与郎初见即相羡，脉脉含情度几春。灵鹊为媒诗作聘，一朝碧玉属良人。鼓琴调瑟无终日，缱绻还如胶与漆。秋采金英春采兰，郎心妾意俱成蜜。恩爱虽令牛女惭，风流偏惹翁姑嫉。每云卓女远山眉，能使相如英气逸。夫怜姑嫉苦难均，妇似臣民姑似君。无端一阵罡风至，吹得鸳鸯两地分。百转千回分不得，临歧更把斑骓勒。此时只是泪涔涔，此处何因寒恻恻？从此伊人隔秋水，朝朝相望不相亲。通传私语无青鸟，寄托春心有素琴。魂魄每于花下并，梦回惟见香盈径。啼穿绣枕我还颦，语遍雕栏他不应。深情桓子岂无后，薄命萧娘亦有家。只为旧人恩义重，不能怜取眼前花。看朱成碧愁难诉，转绿回黄秋又暮。劳燕分飞近十年，沈家园里忽相遇。妾减腰肢郎鬓丝，回头一望竟成痴。别来多少缠绵意，尽在低眉敛涕时。好花已落他人手，海誓山盟空回首。万语千言不可传，赠君一斗黄滕酒。酒中有妾相思泪，流入君怀君自知。芳醪入口郎心碎，却向壁间题怨词。声声只道：“错，错，错”，引得琬卿魂欲落，亦持彩笔写哀辞。夫唱妇随如昔日，教人焉得不伤悲。一水盈盈不可渡，重抛泪眼送君去。知君此去见无由，心旆摇摇似残炬。漏静宵清不掩帷，水晶帘下久支颐。无边往事无穷恨，都上弯弯柳叶眉。弱质难担愁万斛，病魂渐似秋千索。扁鹊辞归华陀来，欲医花症无良药。蜡烛将残犹堕泪，蜘蛛垂死尚寻丝。床前一把无情火，焚尽断肠千首诗。风吹罗幕雨敲户，枝上声声啼杜宇。紫玉多情竟化烟，绿珠无价终成土！男儿七尺当报国，颈血惟应向虏倾。铁马冰河堪忘我，胡笳月夜倍思卿。壮志难酬国难复，五湖四海飘零久。拄杖重来寻暗香，斜阳清角黄昏后。点点飞红穿客袖，青鞋轻踏沈园春。曲栏幽榭皆依旧，壁上情词锁碧尘。亭台依旧人何在，已是香消四十秋！桃花灼灼如卿面，春波滟滟似卿眸。埋玉疑将心共葬，黄滕浊酒最难忘。是醪是泪是相思，一口犹如海水量。天理私情若个重，白头未醒巫云梦！红泪凝成多少诗，销魂岂独《钗头凤》？诗句流传八百年，使侬一诵便缠绵。阿侬寄语放翁道：“莫怨娘亲只怨天。佳人自古多薄命，天理从来忌有情！君不见红楼一觉烟花梦，金玉缘摧木石盟”？耳边一缕天音绕：“天若有情天亦老，人无真爱如衰草。荣华富贵等尘埃，惟有深情是异宝。别恼聚恂欢乐稀，痴儿騃女尚依依。君不见生难共枕死同穴，梁祝双双化蝶飞”！","Werneror",""
"减字木兰花 偶翻旧帙，扉页中落下残花数片，乃少年时拾作书签者也。感而赋此","当代","陈伟强","水流风送，姹紫嫣红都是梦。梦也怜赊，百万银钩护落花。香魂一缕，毕竟人间留不住。缃帙开时，化作翩翩蝴蝶飞。","Werneror",""
"鹧鸪天  仲秋客蓉城偕诸侣小集啃轩先生十二梅花吟馆同赋","当代","王蛰堪","清兴随缘作蜀游。高斋茗雾聚群鸥。三千世界归残笔，十二梅花荡俗眸。霜荐桂，露涵秋。书城坐拥晲封侯。今宵把酒须同醉，帘月弯钩到小楼。","Werneror",""
"浣溪纱","当代","王蛰堪","岂必江南是水乡。接天苍翠幻迷茫。湖山影里且称觞。几许吟怀牵暮霭，无边思绪付词章。夕晖惊又到垂杨。","Werneror",""
"浣溪纱","当代","陈振家","春雨初停夜色佳，田畴处处听鸣蛙。暗香阵阵隔篱花。木凳挑灯相对弈，瓷壶分盌细斟茶。此身忘却在天涯。","Werneror",""
"浣溪纱","当代","陈永正","风雨怜伊怨落矄。自从凝伫送朝云。一天淅沥到黄昏。付与寒衾终是泪，赢来绮梦顿如尘。伤心何止在眉颦。","Werneror",""
"浣溪纱","当代","陈凡","世路崎岖数十秋。镜中白尽少年头。登楼未敢说忘忧。甘苦悲欢随逝水，苍茫百感遏飞舟。夜深犹自看吴钩。","Werneror",""
"浣溪纱","当代","王陈常","暮暮朝朝仆仆奔。勤勤恳恳诲谆谆。常常闷闷眼昏昏。是是非非情漠漠，甘甘苦苦味津津。心心念念在孙孙。","Werneror",""
"浣溪纱","当代","林修竹","莱子娱亲舞彩裳。庭前孙女斗新妆。相偕祝寿到华堂。知足人生须常乐，百年应自惜流芳。陶然且共醉霞觞。","Werneror",""
"浣溪纱 石牛洞摩崖石刻","当代","王蛰堪","藓壁摩崖有洞天。低阶绕石响流泉。俗怀暂许忘尘烦。风雅千年馀胜迹，神魂一霎接前贤。茶烟竹雾且流连。","Werneror",""
"浣溪纱 过陈独秀墓","当代","王蛰堪","功过应难论是非。当年只手唤云雷。可堪初始愿相违。半世纵横归落寞，几番风雨感栖迟。临终心事定谁知。","Werneror",""
"浣溪纱 丽江束河古镇客次雅集分韵得真","当代","王蛰堪","劫里溪山认未真。俊游乏兴纪纷纭。吟踪小驻纳西村。是处应无清静地，坊间尽是外来人。酒边谁与惜黄昏。","Werneror",""
"探春慢 辛卯嘉平五日，京津粤川渝苏及门诸子十人,集于沽上，访梦碧词社旧址，兼祭梦翁，秋扇并缋斜街寻梦图，拈此调同赋","当代","王蛰堪","髡柳凝枝，浓云酿雪，严寒深冱烟水。坛坫声消，风流韵杳，谁识词仙梓里。为溯当年影，恁踯躅、悲怀难已。酒边歌吹依微，仰天挥作清泪。欣看旧盟新侣，三十载前踪，还又重理。麝篆延香，槐根续梦，替写吟缣一纸。思接昏鸦外，待听取、九霄环佩。望极冰河，骚魂应在天际。","Werneror",""
"虞美人 高凉邀游鹭岛，夜宿古雷，茗坐清话，听和轩吹箫","当代","王蛰堪","神回客舍涛声外。瞥眼春难再。一杯薄酒也销魂。料得明年此夜忆孤村。红消翠减香成阵。转觉西风嫩。共谁沧海认蹄涔。擪断寒宵韵底起龙吟。","Werneror",""
"霜叶飞 辛卯秋暮偕京中诸侣访西山黄叶村，传为曹雪芹晚岁著书之所，宁信其实，同赋此调","当代","王蛰堪","岫云凭断。登临候、吟怀惊又秋晚。漫循黄叶认孤村，冷梦凭谁唤。见说是、情缘曼衍。移来珠草灵河岸。算别有伤心，伴蜡泪、灯枯岁尽，曾寄哀怨。依旧射目酸风，层峦迷望，忍道尘世都换。俊盟能几赋清游，把酒芳痕饯。剩万缕、蚕丝自茧。寒英祗怕香吹乱。动客愁、相将处，小伫回眸，夕阳山半。","Werneror",""
"忆旧游 丁亥仲冬重游西湖用樊榭韵","当代","问云","甚波涵孤影，绿偃双堤，空惹愁眉。去去晴飞燕，记窥肩柳罅，舞乱烟埼。旧盟断比红蕊，争复捋千丝。自暗浦回凝，无心问舸，漫向岩扉。无机，竹阴外，认瓦藓侵痕，东壁题诗。怕寄凄凉句，任芦风流转，吹动尘衣。幽蹊总似伊处，深霭掩清晖。怅落木萧萧，谁人振笛催暮归。","Werneror",""
"忆旧游 丁亥仲冬既望游西溪用樊榭韵","当代","问云","正风吟短棹，鹭点寒烟，山敛修眉。纵目敲舷处，试呼禽并入，听语林埼。乱芦戴雪曾记，幽隐拨弦丝。怅挂榻长游，骑鱼未返，柳暗柴扉。藏机，凭栏意，称置酒添香，燃炷裁诗。眼底霜溪迥，叹纷纭尘市，红泪沾衣。漫教扇举清唳，孤影没余晖。又远火分暝，青萍荡碧船自归。","Werneror",""
"鹧鸪天 丁亥仲冬偕莲舟聿之扁舟青凤江南猫儿金水乐乐之杭州茅家埠茶馆雅聚分韵得莲字","当代","问云","湖上归迟月又偏，玲珑翡翠睡红莲。香风吹退连桡浪，冥色侵沉断浦烟。音渐悄，梦空怜，春花秋月几回残。重来怕问浮槎客，约取他年是那年。","Werneror",""
"曲游春 丁亥仲冬之望西湖微雨用草窗韵","当代","问云","夜渡层楼外，望影流霜镜，灯焰如织。伴席金尊，念斟残芳岁，漫抛尘隙。漠漠寒波隔。惜客里、骤闻长笛。正岸前、坠叶多情，来逐踏莎行色。绮陌。篱门扶碧。映风雨亭台，丹篆碑勒。庐底翘思，记黄莺闹舸，絮飞烟幂。娥女羞蚕食。恨不照、今宵幽寂。更恍然、暗咽宫商，岂能赋得。","Werneror",""
"鹧鸪天 丁亥仲冬与青凤江南猫儿金水乐乐游西湖题赋嵌江南“碎叶红铺软似泥”句","当代","问云","一晌偕游踏柳蹊，余欢犹在渡头西。瑶蟾清照寒于水，碎叶红铺软似泥。伤别绪，聚无期。从今怕更忆临歧。逢人说与湖山好，说罢湖山意转迷。","Werneror",""
"鹧鸪天 丁亥仲冬与青凤猫儿琳瑛于杭州刘庄夜宿联床约赋","当代","问云","饮罢归来客未眠，初闻秋雪满溪湾。晓霜难阻呼吟侣，暮笛应催系钓船。嗟往事，负流年。芦花白发两牵连。悠悠得几随云去，拚放浮生一日闲。","Werneror",""
"齐天乐 戊子上元恭贺蛰师并晦窗先生鹤寿","当代","问云","雪洇青帐余寒杳，葱葱化工春计。梦准梅魂，香随雁客，堪足云山嘉气。晴阴万里。正烟阔前川，信传峰外。荐酒良辰，覆杯应向绮窗醉。幽怀都付曳履。去程谁更会，回眄沙际。浪底葭灰，沤边世劫，消得生涯滋味。沈吟未已。念夙日清欢，尽同兰契。寄语今宵，月明休更倚。","Werneror",""
"水龙吟 己丑上元咏梅恭祝蛰师并晦窗先生耆寿","当代","问云","绿筠遥上灵峰，绛绡香噀寒烟翠。夔公歌赋，癯仙餐雪，浅眠云被。特地烘晴，柳边羞见，过鸿声里。记流澌暗咽，簪花一笑，经年恨，分襟易。隔是天涯杖履。甚檀心、敛眉差似。背风幽独，霜斤凿瘦，诗肩斜倚。未惜添筹，管教芳圃，饮阑春醴。倩龙媒驾与，更揩金镜，照酡颜醉。","Werneror",""
"莺啼序 己丑春日入南津关大峡谷感赋","当代","问云","槎枒乱横浅黛，锁清溪十里。瘴烟绾、寒浥轻衫，雨住莺啭花气。溯蟠径、苍崖杳漠，苔钱任抵孤怀醉。却回凝、丛舞鸣条，更猜幽思。萍迹云踪，近柳碍月，总波心易逝。渺沙浦、词客飘然，伴吟归鹭如寄。命羲车、虞渊缓策，顾阑曲，题襟频倚。绪风回、重把红酣，解传灯味。泥封浪屿，梗断枯荷，旧游俱往矣。尚细数、竹边香冷，梦减林窗，苑角阴疏，鬓衰陶砌。行行忍换，衣宽藏卷，愁匀岚霭侵霜露，记西湖、悄寂层岩外。楼船隐约，销魂料逐伊来。漫天障袖尘细。槐安梦觉，泻瀑喧豗，况嫩晴刬地。自偃仰、松萝垂蔓，荫掩秾纤，石馆延阶，影交明晦。新痕快剪，浮云驰骤，他山樵采呼伴侣，怅氤氲、催趁鸦声起。今宵谁念芳樽，为立婵娟，古梅树底。","Werneror",""
"平湖乐 念友人。愿花成玉，愿人如月，终久终圆","当代","石任之","济河无意触虚舟。在掌春冰瘦，指上馨香记曾守，寄盟鸥。愿花成玉坚牢久，愿人如月，十分圆处，相约过扬州。","Werneror",""
"綵鸾归令 水仙初放","当代","石任之","眉眼初盈。说与时光缓缓行。欲收香气伫双瓶。赠春樱。有情天地花书就，寂寞重围夜幻成。两三微萼筑危城。验吾生。","Werneror",""
"石州慢 蜀中红叶李沪上玉兰已放，帝乡亦日煖，而扬州地气江梅犹在","当代","石任之","浅梦非真，娥绿未颦，楼外谁折。薄寒比玉堪磨，一尾鱼衔香没。当时京洛，银锭桥侧微澜，嫣嫣几豆能生蝶。初学制新词，是何年三月。人曰。隔江清泚，开到辛夷，送梅仙阙。冷淡东风，慢耦扬州丘垤。测花昨夜，花深乍破三蠡，已添愁海飞红孽。未呕绪吴蚕，食春阴如叶。","Werneror",""
"虞美人 金陵木兰花盛如海，静夜惊心，忆“花光满院夕难阴”句","当代","石任之","姮娥失兔星河顾。野鹤初分羽。五云仙夜降云房。十载蓝田种玉璧双双。花光持刃倾银榼。饷我恒沙劫。别时索尔楚江头。更取女郎名字刻轻舟。","Werneror",""
"金菊对芙蓉 收拾存书，检至少时所购杂剧传奇，纸叶脆黄，覆书默诵，犹能记忆一二","当代","石任之","修月留辉，裁云剩馥，借他丹桂成仙。辍盐醯世味，久困丛残。偶开一卷趋还住，呼旧雨，尔我都迁。分明当日，忽然眼尾，痛笑春妍。似蝶自茧无眠。怕病丝设狱，天气先寒。奈叶如陈诺，飘堕风前。稚秋红下清凉界，纵到骨，已过韶年。人生实苦，不如且寄，纸上团圆。","Werneror",""
"菩萨蛮 午休购得茉莉一株，入门置一角，旋踵即忘，花气则藏而愈烈","当代","石任之","破空招得奇楠魄。虽然鼻纳心先失。名著贝多经。步云离化城。已开收不起。须竭今生已。宿命是吹香。君忘我未忘。","Werneror",""
"满江红 丙申中秋前二日，西来爽气，秋在双眉。与同门分啖月饼","当代","石任之","客正何如，如毅然，辞秋梧叶。叶何似，词仙行色，分秋双阕。声换晚蝉无脚系，影移明月成心折。纵回首也是对西风，催佳节。秋万岁，人一霎。怀冰炭，攻寒热。又死生蜗角，云逢云别。未必天心看不厌，最圆时候从新缺。约年年嚼饼学团圆，并刀切。","Werneror",""
"水仙歌","当代","石任之","锦鳞未下红波靡，两钩罗袜逗秋水。洛浦腰肢翠欲流，汉陂素腕缠金蕊。引樽似共梦华长，醒来不记时世妆。烟汀幽绝曾独立，泉石移根在玉房。露眼半开先默默，窗纱初透春消息。玄圃云浆冷于冰，琉璃馆里暖香国。凤炬沈檀爇娇雾，芳时易得断肠句。明朝稍减鬓边青，可惜不向瑶台住。输却瀛洲几斛尘，朝菌原自等大椿。夕抟五色绮里药，感荡莫若无吾身。梅兄矾弟何自苦，必也占春为谁妩。此际东风欠分明，春心他日成灰土。要知茝榝皆刍狗，休嗟罔象遗珠久。灵均高洁喻其芳，逆旅之子贵其丑。岂不谓戕伐肆虐天无亲，悲兮乐兮我忘耦。","Werneror",""
"浣溪纱 晚宿太平","当代","王蛰堪","太息苍冥造化工。晚峰奇秀认葱茏。酒边吟屐且从容。已自行藏多草草，漫云心事尚忡忡。一襟烦暑快当风。","Werneror",""
"浣溪纱 过黄侃墓","当代","王蛰堪","陈迹堪嗟俯仰间。存亡继绝力抛残。顾黄遗范更谁传。一代宗师如有恨，百年劫难岂无端。斜阳墓草泪空弹。","Werneror",""
"浣溪纱 谒李时珍陵园","当代","王蛰堪","治世齐家志未伸。悬壶究可济斯民。一编百草足堪珍。旷代贤才能入圣，千秋功业已称神。但期医国出新人。","Werneror",""
"浣溪纱 李山茶园","当代","王蛰堪","茗坐危亭俯翠畴。梯田岂必一时休。环山错带绿油油。一盏香涛消苦夏，无边孤绪替吟眸。名区半晌且优游。","Werneror",""
"浣溪纱 仁德兄六十寿书此却寄","当代","王蛰堪","甲子重交认吉辰，身丁乱世不逢春。与君等是过来人。唯有诗书能种德，祗因声气许为邻。何当把袂梦重温。","Werneror",""
"贺新郎  庚寅初冬持社成立诸侣盟于峨眉之巅感而赋此","当代","王蛰堪","屈子沉江竟。自当时、香烟未绝，几番衰盛。一脉相沿唐与宋，闻道风骚各领。千载下、人天都病。瓦釜雷鸣聒耳久，算晴窗祗作长宵暝。残劫里，醉还醒。今来岂是寻幽胜。矢初衷、绵丝续缕，此心堪凭。万仞峨眉青未了，但许山灵为證。凝涕处、孤怀耿耿。把酒相看无尽意，喜吟旌戮力同持定。云海畔，望金顶。","Werneror",""
"风入松  蜀州雅集听天放楼主人抚琴赋此归之","当代","王蛰堪","谁翻古调唤清听，婉妙别箫笙。霜弦拈挑依徊处，作千转、漫遣消凝。寒渚渔樵曾话，高山流水堪盟。虞山旧脉许新承，秋尽草还生。神魂小逐云中鹤，动孤吟、冷却茶觥。苍鬓无言已醉，青衫有泪先零。","Werneror",""
"浣溪纱 铁琴铜剑楼","当代","王蛰堪","漫许孤悰暂忘忧，南来随分赋清游。铁琴铜剑想风流。劫火惊心遗旧迹，江天过影话名楼。酒边襟愫尚悠悠。","Werneror",""
"浣溪纱 红豆山庄遗址","当代","王蛰堪","红豆山庄著意寻，颓垣犹锁碧阴阴。百年尘劫况于今。几许幽思情可托，无边怅绪酒难任。归来底事费沉吟。","Werneror",""
"浣溪纱 破山寺与金水力夫高凉抱琴诸子茗坐清话","当代","王蛰堪","客里闲踪爪迹钤，鸣蝉半晌听松杉。桂香清茗且安恬。自古情缘难尽悟，百年人事不须参。凭谁为说空心潭。","Werneror",""
"浣溪纱  庚寅中秋","当代","王蛰堪","恨海情帆未肯收，孤窗被酒坐丛愁。凋零心事不宜秋。无尽哀怀难托付，独馀残客尚淹留。可堪又对月当楼。","Werneror",""
"鹧鸪天  王震铎先生为绘半梦填词图","当代","王蛰堪","谁写烟沽到画图，幽窗弄影一灯孤。樽前冷笛拈残韵，雨外归鸿识故庐。湔旧梦，抚今吾。祗应化碧泪成珠。此生长在瞢腾里，拾得悲欢半叶无。","Werneror",""
"癸巳腊月十三日朝普陀山夜风渡海","当代","石任之","破天一啸山林折，鳌足颤悸四方裂。岛雾摇荡蜃气昏，莽莽孤舸失空阔。眉间块垒浓于黛，仰见螭云压海大。倒倾海水为湔涤，老鱼腾跃生精怪。鲸涕横流吹鲲涡，慧刀戮尽皆天魔。越鸟夷犹泣蛮花，苍黄者谁系网罗。飘风不许住玉京，北魂摧折已无声。观之岂必探禹穴，一息暂觉海波平。覆狂以喜曾以喜，修短生涯若此尔。蜕骨如剜病蛟目，霜刃碎坼鲛人市。随性鳞介各沈浮，长钩齧断千丈流。有色想耽有色我，无边身摄无边愁。胡谓探骊珠难得，幽潜易窥天莫测。苦未全冷心头血，明晦幻演姑默默。奔涛盖影脱龙窟，结缆舟子力为竭。云何不乐泪眼如斯灭，冻潮掣起归时月。","Werneror",""
"二月初五日他人之春林","当代","石任之","曀曀其云，梅柳先陈。行藏无违，次第如神。徘徊清气，动感纤尘。俯看绿水，影落空津。寒花暖日，若燕与秦。荣谢二物，一曰幽沦。迢遥三月，揖我前身。星可以摘，继彼青春。","Werneror",""
"终南木落","当代","石任之","金一罅，冬一觉。晚弥明，叩灵药。终南青冥，遥不可攀。时雨中道，衣袂斑斑。风色深，云气阴。洗泥下玉，抱故人心。犹有物如初雪之颜色，琉璃之净澈。人不可予，天不可夺。遍访扬州玉工为镂之，成楮叶，迷栖蝶。三千大千世界一相逢，共此无往无来之时空。刹那何久久，劫波何匆匆。终于涕下，是有情者。","Werneror",""
"浣溪纱  杨岐山吊文廷式墓","当代","王蛰堪","吟屐南来犯莽苍。四山葱翠起微茫。绝无人处足凄凉。卓识襟期堪第一，孤标兀傲故难双。百年风泪吊斜阳。","Werneror",""
"浣溪纱 谒谭嗣同故居","当代","王蛰堪","剑胆琴心恨未销。好将民主忆前朝。当年谁会笑横刀。为有先知醒众醉，但期后浪叠狂涛。不应烈士血空抛。","Werneror",""
"浣溪纱 谒胡耀邦故居","当代","王蛰堪","猛志端知未肯降。垂帘往事话同光。程婴杵臼共留芳。漫拟和谐资稳固，宁凭褒贬定炎凉。百年差许两浏阳。","Werneror",""
"青玉案  己丑秋九黄山登高后启宇诸君同游合肥，予以故不克往，新河作赤阑桥怀古图，青凤以此调属和","当代","王蛰堪","赤阑桥畔风尘客。待重问，当年色。念阻千秋魂梦隔。垂杨何处，西风寒瑟，凝伫苍烟陌。雁云过影欣遗泽，残笛空教水山塞。断绪而今谁会得。抚缣长啸，此时还忆，燕燕双飞翮。","Werneror",""
"鹧鸪天 燕台夜饮，新河云外来聚，即次其韵","当代","王蛰堪","不许风流擅美前。云閒铁翼换轻帆。片言飞去吟槎外，独客飘来绿酒边。千古事，认清烟。一天雪意总堪怜。今宵且共流连醉，佳话随人付笔端。","Werneror",""
"蝶恋花 独客都门，重九不事登高久矣。石斋有词属和，即次其韵","当代","王蛰堪","记得秋宵灯意好。若许幽怀，对菊同搜讨。渐次霜花催客老。愁随落叶无人扫。又见红飘兼绿倒。酒迹吟痕，此际凭谁道。待向商飙吹破帽。登高恐被晴明恼。","Werneror",""
"铁鹤舞琴赞兼呈郭师、培宏先生","当代","张文胜","王乔控鹤举，缑岭唳高寒。雷门击巨鼓，声震邙洛间。一旦斫破灵羽逝，千年奇响阒尘寰。我生尚古久沉吟，搜求天地访妙音。可能华表有归日，好从焦山起胎禽。今夏适北溟，道还历下城。大明湖畔隐高士，向与我师称友生。清心古貌脱荣利，妙手斫桐驰逸名。初年司空土木动，隳堕儒庙剩梁栋。有明以上通神材，衰老不堪昭代用。先生购以数金归，摩挲日夜候天机。自春徂秋数琴出，重使礼乐生光辉。历下七十二名泉，洗净尘烦声琅然。或如秋霄动环佩，或如春风过碧涟。当时三琴最卓荦，曰龙曰凤曰铁鹤。龙赠我师凤远翔，独留铁鹤悬轩阁。我来正与灵物遇，请下琼壁试一鼓。铿然金声久回旋，恰若玄鹤临轩舞。大幸先生能割舍，千里携归青山下。我所居兮仙鹤门，与此故是有缘者。三月以内殷勤弹，乐以忘忧兼忘餐。我师南溟去两载，老龙久应寂寞叹。江山逢迎夫子还，请叙离阔平生欢。洗耳重听龙吟曲，高天烟霭水漫漫。铁鹤待追陪，四海渺难攀。振翮力或有不至，愿言蹑景碧云端。","Werneror",""
"白玉兰歌","当代","张文胜","君不见，木兰四五山前立，千年冰姿自戢戢。风欺雪压无剥刊，石根老干犹龙蜇。我怀惨舒冻尘埃，双眼昏瞀久不开。云磴俯仰方瞬霎，素娥千队齐飞来。散仙如麻瑶池畔，狂醉掷下流离盏。太乙传经书阁明，青藜枝枝晶光璨。皓首草玄吐灵鹓，昆山玉碎叫朝暾。神蛟化鲲下清冷，豫且射之雪山喷。钱塘潮汐撼国门，车马一麾霆怒奔。昨夜八万二千白衣挥天斧，精屑纷披向此堕月魂。我欲学仙擎琼杯，酌取春阳作春醅。又恐明朝风雨至，残英满地空裴回。念此繁华殊可哀，对之不饮已山颓。君看古来皦皦者，哪不玉折与兰摧。","Werneror",""
"清平乐 天阴欲雪风翏翏然忽思少日玩雪都门事历历如昨用作是解再翻前韵","当代","张文胜","雪心谁酿。万顷同云想。忆里西山铺粉幛。迢递玉京模样。笛声销歇华年。梅花凋落朱弦。衣上寒香如旧，避他春雨春烟。","Werneror",""
"菩萨蛮 壬辰新正连朝颇有积雪城中烟火无虚日寄和伯狐披云二君","当代","张文胜","一天烟火纷然坠。一城灯火茫然意。天畔大星寒。徘徊城外山。庭梅微染素。梦里香盈树。树亦不违仁，无情恐是春。","Werneror",""
"伯狐原玉：菩萨蛮 辛卯腊月廿九故乡看雪","当代","张文胜","因风飞起随风坠。洒窗填户深深意。负手试朝寒。村前看远山。远山横冷素。素里青青树。天地固无仁，生生又一春。","Werneror",""
"披云原玉：壬辰正月初二凌晨听雪调寄菩萨蛮用伯狐韵","当代","张文胜","平林驻辇千帆坠。故人江畔无穷意。坐久一身寒。梦中千万山。垂垂飞白素。映冷江潭树。相见又何仁。可怜无数春。","Werneror",""
"水调歌头 留别疯人院诸病友疯人院者诗友QQ群也","当代","张文胜","替得众生病，我辈病何多。幽光狂慧耿耿，半世未销磨。寂寞阑干休凭，浩荡青冥难问，呵壁便疯魔。鼓棹容吾去，千里洞庭波。屈原涕，庄周梦，接舆歌。青藤雪个、犹及癫墨弄婆娑。大梦诸君先觉，来日定占勿药，神鬼为挥诃。各向高楼上，夜雨听滂沱。","Werneror",""
"水调歌头 再别疯人院诸病友次去年韵","当代","张文胜","今我病深重，瞀眩一何多。惊观遍地豺虎，吮血巨牙磨。谁向森罗玉殿，斫破斑斓铁键，罡气走妖魔。纷掠婴儿去，浩劫有余波。丘之梦，禹之谟，舜之歌。陵夷谁料，四海一蟹舞婆娑。千古材愚忠慝，都化虫沙猿鹤，蠕簇受麾诃。廿五伤心史，读到泪滂沱。","Werneror",""
"水龙吟 伯狐师弟岁末返乡过金陵余不能候留此阕迟之","当代","张文胜","天涯季子归来，依稀认得金陵么。练湖依旧，蒋山无恙，台城深锁。风雪南朝，萧条故垒，黄昏灯火。想青袍布袜，吊踪寻迹。湖之右，山之左。惜取寒梅新朵。更何须，殷勤留我。乡心休怯，箫心重理，愁心先破。尘梦醒来，流光抚罢，朗吟清些。待明年春日，离觞共引，对湖山坐。","Werneror",""
"金缕曲 岁暮怀归呈帮主洪驴老残雷缺西风诸兄","当代","张文胜","大梦谁惊起。正此时，更阑人静，雪深门闭。几点寒星来窗隙，屈指梦中何事。似梦到、少年意气。似梦钓鳌临沧海，以世间无义人为饵。投不尽，笑而止。也曾梦里筹归计。最关情，一年灯火，四方兄弟。当日俱怀凌云概，谁信今宵憔悴。听呜咽、奔流江水。行路诚难何怨也，想古来志士皆如此。何怨也，是其是。","Werneror",""
"破阵子 毕业论文开题有感兼示同门诸友","当代","张文胜","大夜沉沉酣睡，寒风猎猎悲鸣。幽恨填膺千万结，青眼横天三两星。征鸿断续声。事业名山杳眇，心情蹈海分明。异日焚笺销语业，斗室破禅待酒兵。搔头负此生。","Werneror",""
"减兰 其一 奉题姑苏云鹤先生兰花册页","当代","张文胜","氛氲郁怒。千载奇熏真似缕。忍赋诗骚。早是江湖遍艾萧。吴笺寂寞。不会此花终濩落。琼露泠泠。翻作长清更短清。","Werneror",""
"减兰 其二 奉题姑苏云鹤先生兰花册页","当代","张文胜","众芳芜秽。楚殿一枝谁与佩。红泪汍澜。莫作倡条冶叶看。含情动操。集雪委霜犹茂茂。分付春光。水涘山涯浩荡香。","Werneror",""
