题目,朝代,作者,内容,来源,词牌
"出塞/谒金门 夜梦一女子引扇求字，为书小阕","宋","李石","花树树。吹碎胭脂红雨。将谓郎来推绣户。暖风摇竹坞。睡起栏干凝伫。漠漠红楼飞絮。划踏袜儿垂手处。隔溪莺对语。","Werneror",""
"己亥出南康宫伯称以诗赠行次韵三首 其三","宋","李吕","君才端可用于时，努力行将彻主知。出处到头皆分定，相期于道不须离。","Werneror",""
"己亥出南康宫伯称以诗赠行次韵三首 其二","宋","李吕","丹枫摄摄挂晨霜，笑指匡庐路许长。且喜眼中无逐臭，自然心地发清香。","Werneror",""
"己亥出南康宫伯称以诗赠行次韵三首 其一","宋","李吕","谁怜甲子混泥涂，老钝何能展壮图。方恨此行垂橐去，辱君赠句当骈珠。","Werneror",""
"伏承伯丈人待制侍郎九重涣号三聘鼎来促装戒道即膺爰立谨吟成送行诗五绝句缮写拜呈","宋","李吕","汉庭得谢久县车，松竹萧疏护葺庐。争奈苍生待霖雨，未容安石爱幽居。嘉谟岂但国蓍龟，旧学端为帝者师。圣世欲收仁义效，行看平步凤凰池。孟子正心邪说息，昌黎首唱六经明。可怜后学多趋末，重振斯文藉主盟。膴膴周原二百州，欲图恢复岂难求。既烦元老为时出，但愿宣王益内修。梅花映雪送征鞍，要伴先生耐岁寒。收拾好归调鼎用，春来枝上已含酸。","Werneror",""
"吉祥寺旧名永寿初李昪为徐温养子徐知训不能容置酒欲杀之行酒吏刁彦能以手爪昪悟而逃伏此寺山谷作记无咎书","宋","李吕","招提一径入垂杨，翠竹千竿粉箨香。正要银丝好看客，不须雪乳苦搜肠。兴亡徐李一弹指，文字晁黄两擅场。八十老僧无个事，犹将经卷佞空王。","Werneror",""
"丁巳三月送周宰行","宋","李吕","中郎宜有后，馀庆在孙枝。学术堪时用，公卿半已知。五行人鲜俪，四字格尤奇。自此官清要，毋忘老布衣。","Werneror",""
"古意","宋","李吕","鸱鸮嘲凤凰，飞鸣竞啾啾。凤兮问彼鸮，见憎何因由。我居在丹穴，下瑞暂来游。梧桐与竹实，食息无外求。尔本挟妖怪，隐身向阴幽。所至兴祸事，觜爪藏戈矛。昼伏作鼠态，白日照可羞。臭腐适其愿，恶类自与俦。志尚素不同，何殊风马牛。嗟予月旦评，岂论汝劣优。汝道自取薄，安得妄怨尤。自古盗憎主，何异鸱辈流。有如夫子圣，武叔非宿仇。臧仓沮孟氏，岂为鲁君谋。但当砺风节，汝自曲如钩。","Werneror",""
"古意","宋","刘攽","牛刀割雏鸡，未足为深耻。奈何狐父戈，资以斸牛矢。鲁人称家丘，会计当而已。郢匠不挥斤，其质久已死。秉心若松柏，洁志如雪霜。松柏摧为薪，雪霜晞春阳。乃知丈夫勇，万物无以方。赐兮不受命，枨也安得刚。","Werneror",""
"自题安乐行","宋","李吕","老于世事尽忘机，古庙寒灰阅四时。禀赋旧为天地贵，遮阑那许鬼神窥。无弦绿绮陶彭泽，露地白牛僧大沩。只此瞿昙安乐行，从何处觅是和非。","Werneror",""
"沧海行","宋","李吕","沧海有船不可渡，痴人求仙死不悟。儿郎断乳能几时，忍令万里投蛟螭。儿牵母衣抱父泣，文书催行星火急。楼船一去更不归，至今思家朝夜啼。人生不禁别离苦，但得生存犹一处。君不见咸阳百万家，长城白骨埋泥沙。","Werneror",""
"寄赠天台石桥京行人","宋","李吕","无心曾看石桥云，有耳曾听石桥水。俗尘未尽难重留，饭麻才竟归心起。自从一别五春风，梦绕桥庵西复东。雀噪亭前听茶鼓，蛇蟠砌外护瓜丛。更忆依人两乌鹊，朝朝飞下映真阁。树鹅土菌恣登盘，林麓素无虫兽恶。江湖迢递皆畏途，谁知世上有华胥。五百开士去虽久，犹馀一老能清癯。几年胁背不著席，栋宇增新间金碧。风月忽寄盈尺书，约我重来共晨夕。恨不速驾鸺鹠皮，屈伸臂项款山扉。相逢定作解垢衣，水边石上同茹芝。","Werneror",""
"戍山晚行","宋","李回","羸马鞭不行，落日下孤戍。旅店隔前村，欲往未能住。少年事咿唔，老为微禄误。匡济谢菲才，驰驱失故步。一笑拥八驺，不疗烟霞痼。猿鹤惊且恐，吟断北山树。","Werneror",""
"诗一首","宋","李师中","鉴中双鬓已蹉跎，无计重挥却日戈。已是园林春欲暮，那堪风雨夜来多。诗成白也知无敌，花落虞兮可奈何。","Werneror",""
"节假之中风气又作仅将伏枕固难登门更献五章代伸一谒疲兵再战已取败于空弮下客请行尚费词于露颖徒堪大噱岂足遍酬虽投刃皆虚冈睹全牛之状然援毫而就亦劳倚马之才但冀览之斯为幸矣 其一","宋","李至","出门何所适，马亦认余情。转曲才东去，嘶风便北行。树高墙外见，犬熟道边迎。可处多相对，南轩景最清。","Werneror",""
"再献一章聊歌盛美亦次前韵庶达下情盖采群情非独谀说","宋","李至","搢绅公论比何如，万物熙熙燮理馀。罢相暂游端揆地，退朝闲读圣人书。荀公道在馨香远，谢传情高世俗疏。闻说吹尘还入梦，东山争得久安居。","Werneror",""
"至启伏蒙仆射相公以小子近司靶阁罕扣芜音忽徵庸陋之词盖示记怜之旨特贻篇什俯耀行藏捧玩无厌感戴交切谨依高韵奉和聊抒下情","宋","李至","句无骚雅口难开，岂称明公唱和才。多病正怜拈笔懒，相思还喜送诗来。读临危坐抛青史，吟绕幽庭蹑绿苔。欲琢一联聊报谢，志疏词拙自先咍。","Werneror",""
"至启伏蒙仆射相公独垂青眼忽枉朱轮仍贻郢客之咏歌过为无盐之刻画有何才取都是爱忘若惭拙思之如抽岂表善言之必应辄次来韵却献一章","宋","李至","蓬丘官况复何如，养拙资吟久病馀。印簏罕开无案牍，閤门常锁有图书。山中旧隐闲多忆，世上浮生老更疏。何幸明公偏顾我，马蹄出便到贫居。","Werneror",""
"至启休沐之中静专一室病不复饮无以慰怀性且寡合若何为乐但窗閒弄笔信意乱书无所从意无所得自如而已岂曰诗乎不觉又成五章章之首句皆云朱门多好景盖纪田第园林之胜美明公游豫之适昔张处士献牛奇章诗尤鲙炙人口其警句有带盘红鼹鼠袍砑紫犀牛之盛然而清议者不以为累公之德何哉赋闲宴而歌富贵也小子是作焉敢望回然亦驽骀之希骥尔 其四","宋","李至","朱门好景多，况复九秋中。积雨凉生簟，凝霜夜著桐。槐阴堆败叶，菊蕊被幽丛。闲对篮舆客，翛然此兴同。","Werneror",""
"伏蒙承旨学士特赠宠招惭非嘉客陪列仙于丹地观盛事于玉堂御题禁署之名势娱飞动圣制大风之作铿若宫商一时并耀于蓬瀛三体互成于真草昔太宗之优待学士日预论思明皇之宠尚集贤时闻临幸以今况昔异代同荣至谬亚冢卿获司中秘啖牛心而不称陪麈尾以何□□衔乐圣之杯且乏如宾之赋嗟叹不足歌咏辄兴虽劳燥吻之冥搜终类击辕之陋唱仰尘高鉴聊抒下情","宋","李至","昔陪群彦在鳌山，今日重来越玳筵。才向玉堂观圣札，又离瑶席睹宸篇。二南绝唱人惊骇，三体神踪凤折旋。坐久庭柯移午影，饮酣宫吹递香烟。吟求视草笺分写，醉假通中枕暂眠。俗客不知仙禁近，高歌共乐太平年。","Werneror",""
"至启伏蒙宠惠宝相花数朵烂然可观发钿合之中才惊绝艳睹彩笺之上又辱佳篇感叹既盈咏歌斯作辄依高韵拜献拙诗一首","宋","李至","万里移来种，成都到上都。贵人犹乍有，贫舍固然无。掩敛难胜艳，鲜妍欲夺朱。此花轻折赠，可表受知殊。","Werneror",""
"桃花犬歌呈修史钱侍郎","宋","李至","宫中有犬桃花名，绛缯围颈悬金铃。先皇为爱驯且异，指顾之间知上意。珠帘未卷扇未开，桃花援尾常先至。夜静不离香砌眠，朝饥祇傍御床喂。彩云路熟不劳牵，瑶草风微有时吠。无何轩后铸鼎成，忽遗弓剑弃寰瀛。迢迢松阙伊川上，远逐龙輴十数程。两眦涟涟似垂泪，骨见毛寒顿憔悴。万人见者倍伤心，微物感恩犹若是。韩卢备猎何足嘉，西旅充庭岂为瑞。闻君奉诏修实录，一字为褒应不曲。白鱼赤雁且勿书，愿君书此惩浮俗。","Werneror",""
"送萧晋卿西行","宋","李伯玉","上马能击贼，下马能草檄。萧郎负此文武之全才，当卧元龙楼百尺。屏山阅尽眼中人，磊落深沉只识君。冷官不受人料理，拄笏时看西山云。与君尝谈秘书阁，百二秦城锦相错。第恐羌儿或弄兵，今日始知先一著。自有龙图十万兵，请乘一障终权轻。初闻召至青油幕，袖中已草从军行。相国谋深古来少，想见智囊谈未了。贺兰鼠子不足平，底用西征出师表。凉州久苦寒烟埋，今年定见玉关开。凯旋只在春风后，趁取闲闲登吹台。","Werneror",""
"河北行","宋","李含章","为儒还解著征衣，远戍沙连白草齐。雁阵不冲羌笛怨，狼烟微认塞云低。荞花露湿堆空堑，蓼水泓澄截古堤。渐近界河分内外，野禽嘐戛路东西。","Werneror",""
"雪行","宋","李时可","天寒鸦欲栖，客路尚迟迟。泥滑蹇驴涩，风斜破帽攲。云藏山断绝，梅苦雪禁持。客里愁无著，愁边却有诗。","Werneror",""
"伏睹禁林新成盛事辄思歌咏不避荒芜上李学士","宋","李沆","禁庭多士列华簪，严乐辉光冠古今。御笔腾骧题玉署，宸章照耀咏辞林。虚堂挂后传千载，翠琰刊成直万金。振复文明知圣作，尊崇儒术见天心。增修一院烟霞丽，曲宴群英雨露深。自我昌朝为盛事，鳌山清峻重难寻。","Werneror",""
"岳公来住涌泉愿为出化者十八人原上座因行袖诗谒筠溪老人风致清远可爱临行索偈书以赠之","宋","李弥逊","屐声何土遣瞿昙，示病溪翁为扫庵。檐葡香中一盂饭，不妨归去饱同参。","Werneror",""
"春晚舟行 其三","宋","李弥逊","融融春日觉身闲，急水浮舟下石湾。此去知心唯杜宇，与君结伴老家山。","Werneror",""
"春晚舟行 其二","宋","李弥逊","病眼看花似梦中，可堪红紫半成空。一年三月春馀几，枕上那闻昨夜风。","Werneror",""
"春晚舟行 其一","宋","李弥逊","桑椹初生柳叶秾，薰风咄咄逼春工。物华过眼真堪恨，绿发今成一老翁。","Werneror",""
"道游武夷遇雨既渡复回明日竟游九曲而行因留 其二","宋","李弥逊","渡口回舟未忍移，净坊听雨坐题诗。馀龄倘有寻真路，试与披云问凤儿。","Werneror",""
"道游武夷遇雨既渡复回明日竟游九曲而行因留 其一","宋","李弥逊","人间何地寄衰翁，偶到神山一苇中。可是仙君谢逋客，船头无处避刚风。","Werneror",""
"题赵干江行初雪图","宋","李弥逊","瓜步西头水拍天，白鸥波上寄长年。个中认得江南手，十里黄芦雪打船。","Werneror",""
"朴上人访筠翁于筠溪草堂袖诗为赠雨中告别将有雁荡之行屡挽不肯留索诗甚急以偈送之","宋","李弥逊","一壑翛然听雨眠，君来着语破云烟。肯随鸥狎清江上，欲趁鸿飞白日边。童子不应多一指，学人正自少三拳。急行啖蔗逢佳境，春笋出林啼杜鹃。","Werneror",""
"次韵李丞相送行二首 其二","宋","李弥逊","山畔孤亭一水滨，归来华发已欺人。脱身异县干戈地，得意吾庐笋蕨春。早着青衫成底事，惯遭白眼欲谁亲。此君真有高人节，肯与山翁作近邻。","Werneror",""
"次韵李丞相送行二首 其一","宋","李弥逊","三年袖手卧江滨，着眼终成出世人。笔下风云作时雨，胸中丘壑作阳春。买山尘外曾相见，漉酒愁边情更亲。惜取风骚等闲句，他时密膝咏臣邻。","Werneror",""
"行父和篇颇有过情之语次韵自叙以谢","宋","李弥逊","家在闽山最上头，大书高屋榜休休。按行松竹曾施屐，应接江山不运眸。漫道鹤书朝赴陇，真成蚁穴梦封侯。紫薇落笔非吾事，抚字犹堪老一州。","Werneror",""
"过吴江次韵行父之作","宋","李弥逊","重来□□又成空，旧榜今无卧綵虹。故国平嗟□瓦砾，新亭犹见湿青红。雁随山远情无□，□与天穷势自通。尽道鲈鱼寒不食，□□祗合在江东。","Werneror",""
"和颖仲山行即事","宋","李弥逊","平芜新绿占封圻，横路游丝网落晖。山径人稀藏窈窕，禅扉春尽老芳菲。缓行照水知鱼乐，随意穿花见蝶飞。二子舁篮今夜月，龙钟犹胜杖藜归。","Werneror",""
"病卧一春无复少况蹈元顾为寻山之行以诗简之","宋","李弥逊","病与老期推复来，十分春事苦相催。干戈四海少闲地，寒暑一生能几回。止酒尊罍成说食，空华风景乱真梅。晴明强理寻山屐，笑口逢君倘暂开。","Werneror",""
"山行遇雨","宋","李弥逊","沧溟四乾青虬立，碧云摩霄高嶪岌。六丁夜挽天河倾，石骨无尘露苍湿。长风吹雨不成丝，飞鞚冲山带烟入。羲和回驭还青冥，布谷催耕唤春急。","Werneror",""
"风雁行","宋","李弥逊","闽山苍苍江水长，鸿雁北去随春阳。天寒野暗烟树湿，雨急风高惊断行。前飞一雁鸣且顾，后飞一雁悲独翔。伤心极目暮云碧，兄弟南北俱相望。","Werneror",""
"次韵行父舍人有感","宋","李弥逊","飘飘文采照螭头，袖手功名未肯休。易水渡愁随一骑，春风吹泪着双眸。向来但遣淮阴将，异日宁论雍齿侯。应笑江南誇仲父，规模才可限升州。","Werneror",""
"送王三十六机宜召赴行在","宋","李弥逊","烟昏海树春，草木有秋色。登临翻百忧，念子将远适。子如楸柏桑，那有十围杙。长年百僚底，许国心自赤。光明一朝去，枥骥得暂释。边尘暗江水，此事未闻昔。咨询勤衮衣，谋议困肉食。将军纵失伍，战士轻笑百。腥风郁义气，血污土花碧。机牙不先坏，百发恐未息。近闻管夷吾，御敌富长策。能持一钩金，力转万钧石。子行勿俟驾，当宁方侧席。时危急良筹，如救火下积。置身倘有地，肤发讵足惜。王纲有关纽，着处在一拍。言大终少成，图多易生惑。向来宣对间，未必有可绩。徐行要好步，遇险各努力。明年取金印，快我歌壤击。","Werneror",""
"诸公送行分韵得驱字","宋","李弥逊","儒生自信一束书，持以游世触事迂。十步倒行一步立，公家不辨私家臞。壮无早计老更拙，宜去不去饥所驱。春风力回俗士驾，政恐猿鹤讥逃逋。灯前酌酒赖公等，一笑未彻还送予。飞接双翼送好语，似欲挽我联冠裾。那知物理有不可，欲置万里笞黔驴。人言此云无此雨，安用吻舌劳分疏。筠山如盘溪如愚，区有瓜芋水有鱼。颉羹赤脚踏长须，醉步密竹交相扶。绝知君家一事无，肯为老翁聊巾车。古人命驾成斯须，已催小槽压真珠。","Werneror",""
"望后德新弟邀池上酒阑浩歌潮落人散粹之即席成诗次韵和之","宋","李弥逊","平生七不堪，造物不能令。从人较痴黠，百负未一胜。一丘收桑榆，外物听衰盛。解缨清泠上，稍觉尘土净。孤飞团团月，似我灵府瑩。偶逢一坳水，即现大圆镜。杯中见山绿，夜午觉已正。喧呼众宾欢，嗑嗒四谷应。新诗带潮湍，浩唱起人定。褰衣踏清影，藻荇耿深径。江山有精色，远目不知暝。欲去还复留，蘋梢惹归艇。","Werneror",""
"黄山在歙郡之北雄丽杰出可与嵩少争衡世传黄帝与浮丘容成公鍊丹其下功成仙去南有紫阳蓊郁相望唐景云中仙人许宣平旧隐也伯氏来倅之始锄荒聚砾为台数仞揖二山之秀既成予自宣来乘高四顾飘然有凌云意思电旌风驭朝夕往来其间作歌以招之云","宋","李弥逊","髯龙飞空去云急，雨翁蹋云挽龙入。猩啼鹤怨凝春愁，三十六峰黛鬟湿。紫阳照空天夜明，栖烟采玉唐宣平。碧桃自熟人自远，千秋月露含凄清。璜台十成架兰芷，花风吹楼蔓香起。青霓叩阍帝下游，挹斗扳箕荐琼醴。南山北山朝莫青，云关岫幌开鳞鳞，众真胡为驾凌冥。寄言流星盍归只，宰官自是骑鲸李。","Werneror",""
"赠别竹西王彦升居士","宋","李弥逊","参军四壁生秋草，鬓毛不似心先老。终随烟霞学巢由，一室安能事除扫。竹西旧说青云客，诗思长留意无极。尘埃不见襄阳山，赖有斯人道消息。赤心照日青眼明，与君一见输生平。君去摩天学孤凤，我今饮海盘长鲸。云车劙兮风马休，呼儿乞取千金裘。明朝有句道不得，黄叶满庭无限秋。","Werneror",""
"村社歌","宋","李若川","清晓鼕鼕鸣社鼓，前村后村走儿女。田家醵钱共赛神，谢神时晴复时雨。案有肴酒炉有香，老巫祷祝躬案傍。愿得年年被神福，秋宜稻谷春宜桑。人淳礼简酒无数，歌笑喧阗日将暮。田翁攲侧醉归来，山头明月山前路。","Werneror",""
"又次韵司空彦修送行","宋","李若水","仆夫已饭车已巾，再拜别君愁始新。一事未成双鬓秃，百年能几半生贫。云山不断骎骎暮，花柳无边在在春。它日还家稍安稳，杖藜相过莫嫌频。","Werneror",""
"太行道中","宋","李若水","千山倚奇峭，十日寄登临。宇宙蜂房小，功名虎穴深。诗多马上得，家只梦中寻。头白双亲健，飘零寸草心。","Werneror",""
"村家引","宋","李若水","村翁七十倚柴扉，手障夕阳望牧儿。牧儿归来问牛饱，屋东几亩田未犁。邻老相邀趁秋社，神巫箫鼓欢连夜。明年还似今年熟，更拚醉倒篱根下。","Werneror",""
"蓬莱行","宋","钱公辅","蓬莱谪居香案吏，此语昔自微之始。后人慷慨慕前芬，高阁雄名由此起。一从圮废知几年，栋摧础断埋空山。遗踪馀址杳何处，惟有竹树荒芜閒。过者徘徊游者惜，举头不见溪山色。寂寞无人欲问谁，神仙有景真虚掷。一兴一弊固有时，主人旌旆来何迟。下车铓刃得优逸，痛此旧事几凌夷。呼工萃材若河决，正值西成农隙月。屹然大厦立层巅，百尺崇基鬼神拔。虹蜺截空崖险平，一级一级烟云生。步武陵虚眉睫湿，四面四面屏障迎。时携宾佐恣吟赏，笙歌辈类文章党。回眸眩晃相顾笑，莫辨人间与天上。观风龌龊环翠低，左右罗列如婴儿。鉴湖浩渺稽岭秀，上下延揖生光辉。秋日凄清春日媚，冬宜饮雪夏宜醉。四时风景各一全，须言不是寻常地。乃知真境未易彰，神物宝护天缄藏。人谋暗与鬼工合，一日剖露如腾骧。越王台榭荒凉后，唐相英灵磨灭久。千岩万壑幽隐处，而今尽入人襟袖。凭栏黯黯半斜阳，烧烟渔火凝寒光。此时撇起千里恨，使人凄哽生断肠。隔帘依依渐明月，酒气浩荡歌声滑。此时放出百杯欢，使人雍容重击节。惟公独作蓬莱主，夜拥琴书杂樽俎。胸中气焰欲干斗，座上辞锋欣捉麈。嗟余时作蓬莱客，赋咏登临儒者职。千日徒教混醉醒，七言未解锵金石。蓬莱本在沧溟中，那知平地别有宫。方壶圆峤咫尺是，愿乘鹏翼长西东。满筵谁匪蓬莱宾，阖境尽是蓬莱民。人人共结蓬莱约，行行醉看蓬莱春。","Werneror",""
"蓬莱行","宋","李若水","君是神仙人，应识蓬莱路。愿将尘土客，共向蓬莱去。蓬莱高高东海东，烟波渺渺鞭飞龙。窗间棋罢一笑许，扶桑倒影千度红。刀圭绛雪从君得，天风泠泠吹两腋。窃桃小儿竟安在，乘骏天人何处觅。尚闻金母呼众灵，瑶池夜晏千云軿。金檛玉斧散光景，凤歌鸾舞流芳馨。低头再拜谢君力，谢君洗我尘土腥。千岁还家作鹤语，朝市不知人姓丁。","Werneror",""
"蓬莱行","宋","陆游","山峭插云海，楼高入烟霄。不知何宫殿，东望郁岧峣。是时青童君，初散通明朝。风涛中破裂，涌出黄金桥。授我玉芝房，服之尘念消。凡骨一朝换，八极坐可超。","Werneror",""
"赠陈承务","宋","李若水","白马津北千里疆，郡县交错旗布方。广平僻峙黄流旁，蓄兵万指红满仓。守将恃才政弗臧，公掊私取贪如狼。扼兵之喉夺其粮，掊克帑藏资晏荒。群凶叫呶计则狂，敢以寸草骄太阳。遂拥鸷猛为主张，遂严统押分队行。遂排武库择刃铓，绛巾绣裳马龙骧。縻执守将如驱羊，面疏隐恶众踣伤。传呼戒关戍城隍，枚计豪户恣劫攘。金珠之馀重弗将，老稚践蹂纷惊惶。潜挂巨索投壕墙，小斯流血大仆僵。或坐暗室遮屏床，或走曲巷杂病尪。九重闻之骇非常，急诏将士趋衡漳。鲸奔虎吼未就缰，择肉而食谁敢当。陈侯半世耽文章，再随计吏观国光。才则有馀命不偿，时吐愤气干穹苍。古人一言靖猾强，笺简万世名飞扬。谁能幽窗勘铅黄，俯与群蚁争毫芒。乃袖空手赴贼场，吾有寸舌充剑枪。剖析祸福声琅琅，傥昏不从死亦昌。辇钱五万倡厥乡，少顷倚叠平山冈。徽长钩大饵鲜香，彼其喁喁果争尝。戢牙伏爪威弭藏，再拜称谢君策良。径取渠帅众共戕，氛霾卷剥清风飏。万室相贺欢声长，微斯人兮吾俱亡。姓名朝夕奏未央，帝曰太守乏惠康。几使赤子罹祸殃，予嘉汝节敌秋霜。锡之京秩厉勤王，图厥后效吾所望。忠义之风久微茫，君今与古争煌煌。我作此诗备遗忘，会有史笔流芬芳。","Werneror",""
"千秋万岁/千秋岁引","宋","李冠","杏花好、子细君须辨。比早梅深、夭桃浅。把鲛绡、淡拂鲜红面。蜡融紫萼重重现。烟外悄，风中笑，香满院。欲绽全开俱可羡。粹美妖娆无处选。除卿卿似寻常见。倚天真、艳冶轻朱粉，分明洗出胭脂面。追往事，绕芳榭，千千遍。","Werneror",""
"江头吟","宋","李南金","儿时盛气高于山，不信壮士有饥寒。如今一杯零落酒，风雨蚀尽征袍单。侧立昆奴面铁色，楚客不言未吹笛。关山有月无人声，自是江头渚花发。渚花春少未得妍，凝立青山围水天。杜鹃故态不解事，尽情叫入青枫烟。壮士未握边头槊，旄头如月几时落。如今世界不爱贤，看取青峰白云角。呜呼一歌兮歌已怨，壶中无酒可续咽。","Werneror",""
"予往来秦熙汧陇间不啻十数年时闻下里之歌远近相继和高下掩抑所谓其声呜呜也皆含思宛转而有馀意其辞甚陋因其调写道路所闻见犹昔人竹枝纥罗之曲以补秦之乐府云","宋","李复","柔桑叶菀暗东冈，山下乱石如群羊。旧沙渐高行路断，马蹄踏散飞星光。缲丝宛转听车声，车声忽断心暗惊。旧机虚张未满幅，新丝更短织不成。东来健儿身手长，不随伍籍习弓鎗。何须官廪请租税，白昼衣食出道傍。短衫窄袖上马轻，空手常喜烟尘行。论功何须问弓剑，自有主将知姓名。牛车欲住更催行，官要刻日到新城。军有严期各努力，秋田无种何须耕。蕃兵入市争卖田，汉人要田蕃无钱。有田卖尽走蕃去，却引生羌来寇边。白羌纷纷急攻城，羌酋却走杀汉民。汉民当前死不惜，瓯脱更有杀来人。陇山连峰入无际，天画封疆限华裔。如何谽谺忽中裂，西通风来动边气。鸣凤山西五里坂，未渡汧河山渐浅。东来行人渐长叹，已觉秦川不在眼。垂白东西几田父，林间偶坐忘巾履。共说乾糇付远人，六月长丁犹筑戍。","Werneror",""
"彦桓奉檄将行同饭素于龙泉寺","宋","李复","西江吸水试庞翁，再访祇园问色空。古殿香寒消宿篆，晴林叶暗退残红。衰年再乞千家饭，逸驭初乘五日风。晓去清明边檄急，前旌高下乱山中。","Werneror",""
"道士李得柔行太乙法曾传御容","宋","李复","处世能求出世心，石坛深夜礼星辰。遍游五岳求真诀，独向三清有主人。妙笔曾开天日晓，悬壶常锁洞山春。不知何事飞符动，又见荒林聚鬼神。","Werneror",""
"乐章五曲 其二 降神","宋","李复","海日上天破苦雾，散香酾酒巫进舞，神在琵琶弦上语。载鸾旂，伐鼍鼓，驱丰隆，笑玉女，小雨班班点飞土。驾文螭兮张翠羽，兰为旌兮桂为斧。神车出兮青山空，留应龙兮守山宫。古烟苍苍封寒松，流水溅溅山重重。促前导兮走轻雷，驻清驭兮云低回。石坛漠漠风帏开，乡人奠拜神君来。","Werneror",""
"乐章五曲 其四 乐神","宋","李复","刻花圆楹青玉趺，高堂䡾䡾云锦舒。两阶纳陛先登巫，近前神喜巫歌呼。扬桴兮拊鼓，金鸣兮竹语。长丝哀怨雁移步，堂上声歌堂下舞。工祝濯柳洒庭户，神君功多人有主。风清气微散时雨，上无螟蛉下无鼠。川满粳兮陆满黍，少妇窗间弄机杼。乡人相劝醉场圃，敬拜神君芘吾土。","Werneror",""
"乐章五曲 其三 祀神","宋","李复","雾光散兮曈曈，蘪芜青兮椒红。石上菖蒲生紫茸，曲屿蘋长丝影重。雉鷕鷕兮鹿伎伎，圆鳞金光出寒水。碧鼎收香养云子，三脊白茅断为委。平壶玉酒清于空，开壶芳新破晓风。罍前洗爵奠当中，海南沉水烟濛濛。人有诚，神有灵，幽明通，荐芳馨。","Werneror",""
"乐章五曲 其五 送神","宋","李复","鼓急兮收舞影，火销兮膏烬冷。乡人出门女巫醉，日下西山起阴暝。荇叶光，青幡长。坛前旗影动回风，飞电忽转雷隆隆。玉剑莲花碧珠佩，喜云低来有酒气。浮空皓皓从归辔，千骑无声去如水。龙车兽鬼不踏尘，迅霆一击开山门。神兮神兮爱吾人，千年置社乐神君。","Werneror",""
"乐章五曲 其一 迎神","宋","李复","南山深，云冥冥。苍松长，寒枫阴。紫檀椒堂白玉庭，千年桂树落子青。吉日矣辰良，浴兰兮佩芳。穆将愉兮神君，沛荃旗而来翔。青霓叩额通绿章，鸿龙开门宫中香。望君御兮前渚，再拜兮起舞。时不可兮再得，聊徜徉而容与。","Werneror",""
"江行至黄牛庙山特奇秀晚舣舟庙下留诗于壁","宋","李复","层峰浮云空，亭亭出众峤。芬敷如青莲，飞光乱寒照。霜枫杂丹碧，瀑布垂窈窕。秀色纷异状，争奇动奔峭。欻失畏崄心，颇惬赏幽好。舟行不暇徐，粗得领其要。随风转隈曲，晚泊黄牛庙。杖策登东岑，周睇万山奥。临岸理晚饷，问客卖早稻。明朝走夷陵，便入襄阳道。从此步平陆，归程已可料。","Werneror",""
"舟行出峡先寄峡州太守荣子邕同年","宋","李复","几日方离峡，舟浮任所之。江开平岸阔，天远去云迟。心折襟分后，身存痛定时。晚亭登至喜，归信半年期。","Werneror",""
"兵馈行","宋","李复","调丁团甲差民兵，一路一十五万人。鸣金伐鼓别旗帜，持刀带甲如官军。儿妻牵衣父抱哭，泪出流泉血满身。前去不知路远近，刻日要渡黄河津。人负六斗兼蓑笠，米供两兵更自食。高卑日槩给二升，六斗才可供十日。大军夜泊须择地，地非安行有程驿。更远不过三十里，或有攻围或鏖击。十日未便行十程，所负一空无可索。丁夫南运军北行，相去愈远不接迹。敌闻兵侵退散隐，狡算极深不可测。师老冻饿无斗心，精锐方出来战敌。古师远行不裹粮，因粮于敌吾必得。不知何人画此计，徒困生灵甚非策。但愿身在得还家，死生向前须努力。征人白骨浸河水，水声呜咽伤人耳。来时一十五万人，彫没经时存者几。运粮惧恐乏军兴，再符差点催馈军。比户追索丁口绝，县官不敢言无人。尽将妇妻作男子，数少更及羸老身。尪残病疾不堪役，室中长女将问亲。暴吏入门便驱去，脱尔恐为官怒嗔。纽麻缠腰袍印字，两胫束布头裹巾。冥冥东西不能辨，被驱不异犬豕群。到官未定已催发，哭声不出心酸辛。负米出门时相语，妻求见夫女见父。在家孤苦恨竛竮，军前死生或同处。冰雪皲瘃遍两脚，悬泪寻亲望沙漠。将军帐下鼓无声，妇人在军军气弱。星使奔问来几时，下令仓黄皆遣归。闻归南欲奔汉界，中途又为西贼窥。悽恻自叹生意促，不见父夫不得哭。一身去住两茫然，欲向南归却望北。","Werneror",""
"和人子夜四时歌 其三","宋","李复","萧萧庭下柳，曾学舞腰支。秋风吹暮夜，半落小蛾眉。人生自无定，空叹叶辞枝。","Werneror",""
"和人子夜四时歌 其二","宋","李复","缲丝丝缕长，当窗织流黄。纤纤弄龙杼，不作舞衣裳。裁缝付边使，岂待见秋霜。","Werneror",""
"和人子夜四时歌 其四","宋","李复","窈窕月华来，对月理瑶筝。将心托弦语，几弄未成声。非关霜气涩，不忍苦分明。","Werneror",""
"和人子夜四时歌 其一","宋","李复","井上梧桐树，花黄落点衣。夜深花里鸟，相并不相离。美人朝汲水，惊起却双飞。","Werneror",""
"和李夷行游西溪醉归","宋","李复","轻舆共登大堤路，左手持螯不问数。风回惊怨落红飞，把酒临溪倚花树。杯中神物换凡骨，直欲呼云上天去。茂陵刘郎老更痴，夜守铜盘饮寒露。","Werneror",""
