题目,朝代,作者,内容,来源,词牌
"香闺十咏 其三 鹊尾炉","元","张玉娘","汉宫早送瑶池信，荀令堂前夜气浮。凭仗花间拜新月，重添新篆炷春愁。","Werneror",""
"咏案头四俊 凤尾笔","元","张玉娘","近来觅得管城子，修竹枝头彩影高。气挟风云驱阵势，光摇文彩动旌旄。诗成览德三书俊，梦入生花五色豪。圣代祇今皆有象，晴窗处处凤凰毛。","Werneror",""
"双调 水仙子 失题","元","无名氏","青山隐隐水茫茫，时节登高却异乡。孤城孤客孤舟上，铁石人也断肠，泪涟涟断送了秋光。黄花梦，一夜香，过了重阳。夕阳西下水东流，一事无成两鬓秋。伤心人比黄花瘦，怯重阳九月九。强登临情思悠悠，望故国三千里，倚秋风十二楼。没来由惹起闲愁。常记的离筵饮泣饯行时，折尽青青杨柳枝。欲拈斑管书心事，无那可乾坤天样般纸。意悬悬诉不尽相思，谩写下鸳鸯字，空吟就花月词，凭何人付与娇姿。一春鱼雁杳无闻，千里关山劳梦魂。数归期屈指春纤困，结灯花犹未准。叹芳年已过三旬，退莲脸消了红晕。压春山长出皱纹，虚度了青春。","Werneror",""
"中吕 其二 红绣鞋","元","无名氏","孤雁叫教人怎睡，一声声叫的孤凄，向月明中和影一双飞。你云中声嘹亮，我枕上泪双垂，雁儿我争你个甚的。","Werneror",""
"红绣鞋 赠妓","元","无名氏","长江水流不尽心事，终条山隔不断情思。想著你，夜深沉，人静悄，自来时。来时节三两句话，去时节一篇词，记在你心窝儿里直到死。","Werneror",""
"中吕 快活三过朝天子四换头 叹四美","元","无名氏","良辰媚景换今古，赏心乐事暗乘除。人生四事岂能无，不可教轻辜负。唤取，伴侣，正好向西湖路，花前沉醉倒玉壶，香滃雾，红飞雨。九十韶华，人间客寓，把三分分数数，一分是流水，二分是尘土，不觉的春将暮。西园杖屦，望眼无穷恨有馀，飘残香絮，歌残白苧，海棠花底鹧鸪，杨柳梢头杜宇，都唤取春归去。","Werneror",""
"雁儿落带过得胜令 失题","元","无名氏","一年老一年，一日没一日，一秋又一秋，一辈催一辈，一聚一离别，一喜一伤悲。一榻一身卧，一生一梦里。寻一伙相识，他一会咱一会，都一般相知，吹一回，唱一回。","Werneror",""
"【双调】寿阳曲 思旧","元","邦哲","初相见，意思浓，两下爱衾枕和同。销金帐春色溶溶，云雨期真叠叠重重。谁知道，天不容，两三年间抛鸾拆凤。苦多情朝思夜梦，害相思沉沉病重。尔在东，我在西，阳台梦隔断山溪。孤雁唳夜半月凄凄，再相逢此生莫期。","Werneror",""
"【南吕】一枝花","元","奥敦周卿","平林暮霭收，远树残霞敛。疏星明碧汉，新月转虚檐。院宇深严，人寂静门初掩，控金钩垂绣帘。喷宝兽香篆初残，近绣榻灯光乍闪。","Werneror",""
"【南吕】一枝花 远归","元","奥敦周卿","年深马骨高，尘惨貂裘敝。夜长鸳梦短，天阔雁书迟。急觅归期，不索寻名利。归心紧归去疾，恨不得袅断鞭梢，岂避千山万水！","Werneror",""
"双调·寿阳曲","元","马致远","渔灯暗，客梦回，一声声滴人心碎。孤舟五更家万里，是离人几行情泪。","Werneror",""
"南吕·四块玉","元","马致远","雁北飞，人北望，抛闪煞明妃也汉君王。小单于把盏呀刺刺唱。青草畔有收酪牛，黑河边有扇尾羊，他只是思故乡。","Werneror",""
"离亭宴煞","元","马致远","蛩吟一觉方宁贴，鸡鸣万事无休歇。争名利，何年是彻？密匝匝蚁排兵，乱纷纷蜂酿蜜，闹攘攘蝇争血。裴公绿野堂，陶令白莲社。爱秋来那些：和露摘黄花，带霜烹紫蟹，煮酒烧红叶。人生有限杯，几个登高节？嘱咐俺顽童记者：便北海探吾来，道东篱醉了也。","Werneror",""
"清江引","元","马致远","樵夫觉来山月底，钓叟来寻觅。你把柴斧抛，我把鱼船弃。寻取个稳便处闲坐地。绿蓑衣紫罗袍谁为你，两件儿都无济。便作钓鱼人，也在风波里。则不如寻个稳便处闲坐地。","Werneror",""
"清江引","元","柯丹邱《荆钗记》","求名未遂，羞归乡里，淹滞在京都地。拜覆我爹娘，休把儿牵系，指日间到家庭，重贺喜。","chinese-poetry",""
"清江引","元","徐再思","相思有如少债的，每日相催逼。常挑着一担愁，准不了三分利。这本钱见他时才算得。","Werneror",""
"清江引","元","乔吉","凤酥不将肋斗儿匀，巧倩含娇俊。红镌玉有痕，暖嵌花生晕。旋窝儿粉香都是春。","Werneror",""
"清江引","元","钱霖","恩情已随纨扇歇，攒到愁时节。梧桐一叶秋，砧杵千家月，多的是几声儿檐外铁。","Werneror",""
"清江引","元","杨朝英","秋深最好是枫树叶，染透猩猩血。风酿楚天秋，霜浸吴江月。明日落红多去也！","Werneror",""
"清江引","元","张可久","黄莺乱啼门外柳，雨细清明后。能消几日春，又是相思瘦。梨花小窗人病酒。","Werneror",""
"仙吕·一半儿 题情二首 其一","元","王和卿","将来书信手拈着，灯下姿姿观觑了。两三行字真带草，提起来越心焦。一半儿丝挦一半儿烧。","Werneror",""
"仙吕·一半儿 题情二首 其二","元","王和卿","书来和泪怕开缄，又不归来空再三。这样病儿谁惯耽？越恁瘦岩岩。一半儿增添一半儿减。","Werneror",""
"正宫 端正好","元","王实甫","碧云天，黄花地，西风紧，北雁南飞。晓来谁染霜林醉？总是离人泪。","Werneror",""
"越调·小桃红","元","王恽","平阳好处是汾西，水秀山挼翠。谁道微官淡无味？锦幛泥。路人争笑山翁醉。西山残照关卿何事？险忙杀暮鸦啼。","Werneror",""
"一半儿","元","王鼎","鸦瓴般水鬓似刀裁，小颗颗芙蓉花额儿窄。待不梳妆怕娘左猜。不免插金钗，一半儿蓬松一半儿歪。","Werneror",""
"双调·寿阳曲 夜忆二首 其一","元","卢挚","灯将残，人睡也，空留得半窗明月。孤眠心硬熬浑似铁，这凄凉怎挨今夜。","Werneror",""
"双调·寿阳曲 夜忆二首 其二","元","卢挚","窗间月，檐外铁，这凄凉对谁分说。剔银灯欲将心事写，长吁把灯吹灭。灯将残，人睡也，空留得半窗明月。孤眠心硬熬浑似铁，这凄凉怎挨今夜。","Werneror",""
"【小石调】恼煞人 其一","元","白朴","又是红轮西坠，残霞照万顷银波。江上晚景寒烟，雾蒙蒙、风细细，阻隔离人萧索。","Werneror",""
"【双调】沉醉东风 渔夫","元","白朴","黄芦岸白蘋渡口，绿杨堤红蓼滩头。虽无刎颈交，却有忘机友。点秋江白鹭沙鸥。傲杀人间万户侯，不识字烟波钓叟。","Werneror",""
"【双调】驻马听 吹","元","白朴","裂石穿云，玉管宜横清更洁。霜天沙漠，鹧鸪风里欲偏斜。凤凰台上暮云遮，梅花惊作黄昏雪。人静也，一声吹落江楼月。","Werneror",""
"【双调】驻马听 弹","元","白朴","雪调冰弦，十指纤纤温更柔。林莺山溜，夜深风雨落弦头。芦花岸上对兰舟，哀弦恰似愁人消瘦。泪盈眸，江州司马别离后。","Werneror",""
"【双调】驻马听 歌","元","白朴","白雪阳春，一曲西风几断肠。花朝月夜，个中唯有杜韦娘。前声起彻绕危梁，后声并至银河上。韵悠扬，小楼一夜云来往。","Werneror",""
"【双调】驻马听 舞","元","白朴","凤髻蟠空，袅娜腰肢温更柔。轻移莲步，汉宫飞燕旧风流。谩催鼍鼓品梁州，鹧鸪飞起春罗袖。锦缠头，刘郎错认风前柳。","Werneror",""
"【越调】天净沙 冬","元","白朴","门前六出花飞，樽前万事休提，为问东君消息。急教人探，小梅江上先知。","Werneror",""
"【越调】天净沙 春","元","白朴","暖风迟日春天，朱颜绿鬓芳年，挈榼携童跨蹇。溪山佳处，好将春事留连。","Werneror",""
"【越调】天净沙 秋","元","白朴","庭前落尽梧桐，水边开彻芙蓉，解与诗人意同。辞柯霜叶，飞来就我题红。","Werneror",""
"【越调】天净沙 夏","元","白朴","参差竹笋抽簪，累垂杨柳攒金，旋趁庭槐绿阴。南风解愠，快哉消我烦襟。","Werneror",""
"【双调】百字折桂令","元","白贲","敝裘尘土压征鞍，鞭丝倦袅芦花。弓剑萧萧，一径入烟霞。动羁怀、西风木叶，秋水蒹葭。千点万点，老树昏鸦。三行两行，写长空哑哑，雁落平沙。曲岸西边，近水湾、渔网纶竿钓槎。断桥东壁，傍溪山、竹篱茅舍人家。满山满谷，红叶黄花。正是凄凉时候，离人又在天涯。","Werneror",""
"红绣鞋","元","无名氏《张协状元》","状元与婆婆施礼。(合)不易。(生)婆婆忘了你容仪。(合)谁氏？(净)李大公，那婆婆，随娘子去，弃了儿女。施粉朱，来到此处，如何认不得？(旦唱)。","chinese-poetry",""
"红绣鞋","元","徐田臣《杀狗记》","(外)愿学田真泣树，泣树，取回兄弟同居，同居。美风俗，辨亲疏，兄与弟两和睦，欢喜煞老农夫。","chinese-poetry",""
"红绣鞋","元","张可久","无是无非心事，不寒不暖花时，妆点西湖似西施。控青丝玉面马，歌金缕粉团儿，信人生行乐耳！","Werneror",""
"红绣鞋","元","刘唐卿《白兔记》","春有秀陌瑶池，瑶池，夏有流觞曲水，曲水，秋玩月，与冬时，观瑞雪，赏寒梅，拚今宵共沉醉。","chinese-poetry",""
"红绣鞋","元","任昱","暗朱箔雨寒风峭，试罗衣玉减香销。落花时节怨良宵。银台灯影淡，绣枕泪痕交。团圆春梦少。","Werneror",""
"红绣鞋","元","李致远","梦断陈王罗袜，情伤学士琵琶。又见西风换年华。数杯添泪酒，几点送秋花。行人天一涯。","Werneror",""
"红绣鞋","元","柯丹邱《荆钗记》","［老旦］旦夕祝告苍天，周全。","chinese-poetry",""
"【中吕】普天乐 崔张十六事（十六首） 其一","元","关汉卿","普救姻缘西洛客说姻缘，普救寺寻方便。佳人才子，一见情牵。饿眼望将穿，馋口涎空咽。门掩梨花闲庭院，粉墙儿高似青天。颠不刺见了万千，似这般可喜娘罕见，引动人意马心猿。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其二","元","关汉卿","西厢寄寓娇滴滴小红娘，恶狠狠唐三藏。消磨灾障，眼抹张郎。便将小姐央，说起风流况。母亲呵怕女孩儿春心荡，百般巧计关防；倒赚他鸳鸯比翼，黄莺作对，粉蝶成双。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其三","元","关汉卿","酬和情诗玉宇净无尘，宝月圆如镜；风生翠袖，花落闲庭。五言诗句语清，两下里为媒证，遇着风流知音性，惺惺的偏惜惺惺。若得来心肝儿敬重，眼皮儿上供养，手掌儿里高擎。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其四","元","关汉卿","随分好事梵王宫月轮高，枯木堂香烟罩。法聪来报，好事通宵。似神仙离碧霄，可意种来清醮，猛见了倾国倾城貌。将一个发慈悲脸儿朦着，葫芦啼到晓。酩子里家去，只落得两下里获铎。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其五","元","关汉卿","封书退贼不念《法华经》，不理《梁皇忏》，贼人来至，情理何堪！法聪待向前，便把贼来探，险把佳人遭坑陷，消不得小书生一纸书缄。杜将军风威勇敢，张秀才能书妙染，孙飞虎好是羞惭。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其六","元","关汉卿","虚意谢诚东阁玳筵开，不强如西厢和月等。红娘来请：“万福先生。”“请”字儿未出声，“去”字儿连忙应。下功夫将额颅十分挣，酸溜溜螫得牙疼。茶饭未成，陈仓老米，满瓮蔓菁。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其七","元","关汉卿","母亲变卦若不是张解元识人多，怎生救咱全家祸？你则合有恩便报，倒教我拜做哥哥。母亲你忒虑过，怕我陪钱货，眼睁睁把比目鱼分破。知他是命福如何？我这里软摊做一垛，咫尺间如同间阔，其实都伸不起我这肩窝。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其八","元","关汉卿","隔墙听琴月明中，琴三弄，闲愁万种，自诉情衷。要知音耳朵，听得他芳心动。司马、文君情偏重，他每也曾理结丝桐。又不是《黄鹤醉翁》，又不是《泣麟悲凤》，又不是《清夜闻钟》。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其九","元","关汉卿","开书染病寄简帖又无成，相思病今番甚。只为你倚门待月，侧耳听琴，便有那扁鹊来，委实难医恁。止把酸醋当归浸，这方儿到处难寻。要知是知母未寝，红娘心沁，使君子难禁。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其十","元","关汉卿","莺花配偶春意透酥胸，春色横眉黛，新婚燕尔，苦尽甘来。也不索将琴操弹，也不索西厢和月待，尽老今生同欢爱，恰便似刘阮天台。只恐怕母亲做猜，侍妾假乖，小姐难挨。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其十一","元","关汉卿","花惜风情小娘子说因由，老夫人索穷究，我只道神针法灸，却原来燕侣鸾俦。红娘先自行，小姐权落后，我在这窗儿外几曾敢咳嗽，这殷勤着甚来由？夫人你得休便怵，也不索出乖弄丑，自古来女大难留。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其十二","元","关汉卿","张生赴选碧云天，黄花地，西风紧，北雁南飞。恨相见难，又早别离易。久已后虽然成佳配，奈时间怎不悲啼！我则厮守得一时半刻，早松了金钏，减了香肌。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其十三","元","关汉卿","旅馆梦魂为功名，伤离别，可怜见关山万里，独自跋涉。楚阳台朝暮云，杨柳岸朦胧月，冷清清怎地挨今夜？梦魂儿这场抛撇。人去也，去时节远也，远时节几日来也？","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其十四","元","关汉卿","喜得家书久客在京师，甚的是闲传示？心头眼底，横倘莺儿。趁西风折桂枝，已遂了青云志。盼得他一纸音书，却是断肠诗词。堪为字史，颜筋柳骨，献之羲之。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其十五","元","关汉卿","远寄寒衣想张郎，空僝僽，缄书在手，写不尽绸缪。修时节和泪修，嘱咐休忘旧。寄去衣服牢收授，三般儿都有个因由：这袜儿管束你胡行乱走，这衫儿穿的着皮肉，这里肚常系在心头。","Werneror",""
"【中吕】普天乐 崔张十六事（十六首） 其十六","元","关汉卿","夫妇团圆为风流，成姻眷，恩情美满，夫妇团圆。却忘了间阻情，遂了平生愿。郑恒枉自胡来缠，空落得惹祸招愆。一个卖风流的志坚，一个逞娇姿的意坚，一个调风月的心坚。","Werneror",""
"【中吕】朝天子 书所见","元","关汉卿","鬓鸦，脸霞，屈杀将陪嫁。规模全是大人家，不在红娘下。笑眼偷瞧，文谈回话，真如解语花。若咱得他，倒了葡萄架。","Werneror",""
"【双调】沉醉东风","元","关汉卿","咫尺的天南地北，霎时间月缺花飞，手执着饯行杯，眼阁着别离泪，刚道得声保重将息，痛煞煞教人舍不得，好去者，望前程万里。","Werneror",""
"【仙吕】一半儿 题情","元","关汉卿","银台灯灭篆烟残，独入罗帏淹泪眼。乍孤眠好教人情兴懒。薄设设被儿单，一半儿温和一半儿寒。","Werneror",""
"【南吕】一枝花 其一 不伏老","元","关汉卿","攀出墙朵朵花，折临路枝枝柳。花攀红蕊嫩，柳折翠条柔，浪子风流。凭着我折柳攀花手，直煞得花残柳败休。半生来折柳攀花，一世里眠花卧柳。","Werneror",""
"【南吕】四块玉 别情","元","关汉卿","自送别，心难舍，一点相思几时绝。凭阑袖拂扬花雪：溪又斜，山又遮，人去也。","Werneror",""
"【南吕】四块玉 闲适","元","关汉卿","适意行，安心坐。渴时饮，饥时餐，醉时歌。困来时就向莎茵卧。日月长，天地阔，闲快活。","Werneror",""
"【商调】梧叶儿 别情","元","关汉卿","别离易，相见难，何处锁雕鞍？春将去，人未还。这其间，殃及杀愁眉泪眼。","Werneror",""
"【中吕】喜春来","元","伯颜","金鱼玉带罗襕扣，皂盖朱幡列五侯，山河判断在俺笔尖头。得意秋，分破帝王忧。","Werneror",""
"雁儿落带过得胜令","元","高克礼","寻致争不致争，既言定先言定。论至诚俺至诚，你薄幸谁薄幸？岂不闻举头三尺有神明，忘义多应当罪名！海神庙见有他为证，似王魁负桂英，碜可可海誓山盟。绣带里难逃命，裙刀上更自刑，活取了个年少书生。","Werneror",""
"中吕 红绣鞋","元","无名氏","窗外雨声声不住，枕边泪点点长吁，雨声泪点急相逐。雨声儿添凄惨，泪点儿助长吁。枕边泪倒多如窗外雨。孤雁叫教人怎睡，一声声叫的孤凄，向月明中和影一双飞。你云中声嘹亮，我枕上泪双垂，雁儿我争你个甚的。","Werneror",""
"中吕·红绣鞋","元","张可久","绝顶峰攒雪剑，悬崖挂冰帘。倚树哀猿弄山尖，血华啼杜宇，阴洞吼飞廉。比人心，山未险。","Werneror",""
"中吕·卖花声","元","张可久","美人自刎乌江岸，战火曾烧赤壁山，将军空老玉门关。伤心秦汉，生民涂炭，读书人一声长叹！","Werneror",""
"双调·清江引","元","贯云石","若还与他相见时，道个真传示：不是不修书，不是无才思，绕清江买不得天样纸。","Werneror",""
"双调·水仙子","元","张鸣善","铺眉苫眼早三公，裸袖揎拳享万钟，胡言乱语成时用。大纲来都是哄。说英雄谁是英雄？五眼鸡岐山鸣凤，两头蛇南阳卧龙，三脚猫渭水飞熊。","Werneror",""
"双调·雁儿落兼得令","元","张养浩","云来山更佳，云去山如画；山因云晦明，云共山高下。何仗立云沙，回首见山家。野鹿眠山草，山猿戏野花。云霞，我爱山无价，看时行踏，云山也爱咱。","Werneror",""
"【双调】殿前欢 懒云窝","元","阿里西瑛","懒云窝，醒时诗酒醉时歌。瑶琴不理抛书卧，无梦南柯。得清闲尽快活，日月似撺梭过，富贵比花开落。青春去也，不乐如何？懒云窝，醒时诗酒醉时歌。瑶琴不理抛书卧，尽自磨陀。想人生待则么？富贵比花开落，日月似撺梭过。呵呵笑我，我笑呵呵。懒云窝，客至待如何？懒云窝里和衣卧，尽自婆娑。想人生待则么？贵比我高些个，富比我惗些个，呵呵笑我，我笑呵呵。","Werneror",""
"一半儿 拟美人八咏 其一","元","查德卿","绿窗时有唾茸粘，银甲频将彩线挦。绣到凤凰心自嫌。按春纤，一半儿端相一半儿掩。","Werneror",""
"一半儿 拟美人八咏 其二","元","查德卿","自将杨柳品题人，笑捻花枝比较春。输与海棠三四分。再偷匀，一半儿胭脂一半儿粉。","Werneror",""
"一半儿 拟美人八咏 其三","元","查德卿","海棠红晕润初妍，杨柳纤腰舞自偏。笑倚玉奴娇欲眠。粉郎前，一半儿支吾一半儿软。","Werneror",""
"一半儿 拟美人八咏 其四","元","查德卿","自调花露染霜毫，一种春心无处托。欲写又停三四遭。絮叨叨，一半儿连真一半儿草。","Werneror",""
"一半儿 拟美人八咏 其五","元","查德卿","梨花云绕绵香亭，胡蝶春融软玉屏。花外鸟啼三四声。梦初惊，一半儿昏迷一半儿醒。","Werneror",""
"一半儿 拟美人八咏 其六","元","查德卿","琐窗人静日初曛，宝鼎香消火尚温。斜倚绣床深闭门。眼昏昏，一半儿微开一半儿盹。","Werneror",""
"一半儿 拟美人八咏 其七","元","查德卿","柳绵扑槛晚风轻，花影横窗淡月明。翠被麝兰熏梦醒。最关情，一半儿温馨一半儿冷。","Werneror",""
"一半儿 拟美人八咏 其八","元","查德卿","厌听野雀语雕檐，怕见杨花扑绣帘。拈起绣针还倒拈。两眉尖，一半儿微舒一半儿敛。","Werneror",""
"【南吕】四块玉 知足","元","爱山","两鬓秋，今年后。着甚干忙苦追求？人间宠辱还参透。种春风郑子田，牧青山宁戚牛，倒大来得自由。","Werneror",""
"【南吕】四块玉 美色","元","爱山","杨柳腰，芙蓉貌。袅娜东风弄春娇，庞儿旖旎心儿俏。挽乌云叆叇盘，扫春山浅淡描，斜簪着金凤翘。","Werneror",""
"【越调】小桃红 消遣","元","爱山","一溪流水水溪云，雨霁山光润，野鸟山花破愁闷。乐闲身，拖条藜杖家家问。问谁家有酒，见青帘高挂，高挂在杨柳岸杏花村。世间惟有酒忘忧，酒况谁参透？酒解愁肠破僝僽。到心头，三杯涤尽胸中垢。和颜润色，延年益寿，一醉解千愁。","Werneror",""
"黄莺儿令","元","谭处端","活鬼活鬼，日日市廛，争名竞利。为恋他好女娇儿，把根源轻弃。早早不肯寻出离。大限来何计。想你也没分升天，却有缘入地。","Werneror",""
"楚天遥带过清江引","元","薛昂夫","屈指数春来，弹指惊春去。蛛丝网落花，也要留春住。几日喜春晴，几夜愁春雨。六曲小山屏，题满伤春句。春若有情应解语，问着无凭据。江东日暮云，渭北春天树，不知那答儿是春住处？","Werneror",""
"【幺篇】 其四","元","白朴","故人杳杳，长江风送，听胡笳沥沥声韵聒。一轮皓月朗，几处鸣榔，时复唱和渔歌。转无那，沙汀蓼岸，一点渔灯相照，寂寞古渡停画舸。双生无语泪珠落，呼仆隶指泼水手，在意扶柁。","Werneror",""
"【幺篇】 其二","元","白朴","恰春光也，梅子黄时节，映日榴花红似血。胡葵开满院，碎剪宫缬。倏忽早庭梧坠，荷盖缺。院宇砧韵切，蝉声咽。露白霜结，水冷风高，长天雁字斜，秋香次第开彻。不觉的冰澌结，彤云布，朔风凛冽。乱扑吟窗，谢女堪题，柳絮飞玉砌。长郊万里，粉污遥山千叠。去路赊，渔叟散，披蓑去，江上清绝。幽悄闲庭院，舞榭歌楼酒力怯，人在水晶宫阙。岁华如流水，消磨尽，自古豪杰，盖世功名总是空，方信花开易谢，始知人生多别。忆故园，漫叹嗟，旧游池铺，番做了狐踪兔穴。休痴休呆，蜗角蝇头，名亲共利切。富贵似花上蝶，春宵梦说。少年枕上欢，杯中酒好天良夜，休辜负了锦堂风月。海棠初雨歇，杨柳轻烟惹，碧草茸茸铺四野。俄然回首处，乱红堆雪。","Werneror",""
"【尾声】 其五","元","白朴","兰舟定把芦花过，橹声省可里高声和。恐惊散宿鸳鸯，两分飞也似我。","Werneror",""
"【幺篇】 其五","元","白朴","岁华如流水，消磨尽，自古豪杰，盖世功名总是空，方信花开易谢，始知人生多别。忆故园，漫叹嗟，旧游池铺，番做了狐踪兔穴。休痴休呆，蜗角蝇头，名亲共利切。富贵似花上蝶，春宵梦说。","Werneror",""
"【尾声】 其六","元","白朴","少年枕上欢，杯中酒好天良夜，休辜负了锦堂风月。","Werneror",""
"【上马娇煞】 其七","元","白朴","欢会少，烦恼多，心绪乱如麻。偶然行至东篱下，自嗟自呀，冷清清和月对黄花。","Werneror",""
"【梁州】 其二","元","关汉卿","我是个普天下郎君领袖，盖世界浪子班头。愿朱颜不改常依旧，花中消遣，酒内忘忧。分茶。竹，打马藏阄；通五音六律滑熟，甚闲愁到我心头！伴的是银筝女银台前理银筝笑倚银屏，伴的是玉天仙携玉手并玉肩同登玉楼，伴的是金钗客歌《金缕》捧金樽满泛金瓯。你道我老也，暂休。占排场风月功名首，更玲珑又剔透。我是个锦阵花营都帅头，曾玩府游州。","Werneror",""
"【隔尾】 其三","元","关汉卿","子弟每是个茅草冈、沙土窝初生的兔羔儿乍向围场上走，我是个经笼罩、受索网苍翎毛老野鸡蹅踏的阵马儿熟。经了些窝弓冷箭镴枪头，不曾落人后。恰不道“人到中年万事休，”我怎肯虚度了春秋。","Werneror",""
"【尾】 其四","元","关汉卿","我是个蒸不烂、煮不熟、捶不匾、炒不爆响当当一粒铜豌豆，恁子弟每谁教你钻入他锄不断、斫不下、解不开、顿不脱慢腾腾千层锦套头。我玩的是梁园月，饮的是东京酒，赏的是洛阳花，攀的是章台柳。我也会吟诗，会篆籀，会弹丝，会品竹；我也会唱鹧鸪，舞垂手，会打围，会蹴鞠，会围棋，会双陆。你便是落了我牙、歪了我嘴、瘸了我腿、折了我手，天赐与我这几般儿歹症候，尚兀自不肯休。则除是阎王亲自唤，神鬼自来勾，三魂归地府，七魄丧冥幽，天那，那其间才不向烟花路儿上走！","Werneror",""
"鉴湖水送乌希说（希说以至元丙子夏由史属代祀北岳济渎南至会稽腊残求赠言适笺尾腊文有鉴湖水之语遂为题赋诗饯之予以至顺癸酉使过绍兴不得一至湖上至今歉然）","元","宋褧","鉴湖百顷生凉秋，知章陈请太白游。子今乃能五月往，我昔不得一日留。吴娃合曲风度舫，越女浣纱云满头。燕赵缁尘都洗尽，荷花深处荐琼舟。","Werneror",""
"鹿尾","元","耶律楚材","銮舆秋狝猎南冈，鹿尾分甘赐尚方。浓色殷殷红玉髓，微香馥馥紫琼浆。韭花酷辣同葱薤，芥屑差辛类桂姜。何似毡根蘸浓液，邀将诗客大家尝。","Werneror",""
"遗龙冈鹿尾二绝 其一","元","耶律楚材","秋水清声忽变商，龙冈曾遗二山羊。今年祗奉诗三首，为报先生鹿尾浆。","Werneror",""
"遗龙冈鹿尾二绝 其二","元","耶律楚材","去岁山羊酬过价，今年鹿尾不值钱。龙冈药物都竭底，只得髯翁诗数篇。","Werneror",""
"和景贤赠鹿尾二绝 其一","元","耶律楚材","日暮长杨猎骑归，西风弓硬马初肥。今年鹿尾休嫌少，且喜君王不合围。","Werneror",""
"和景贤赠鹿尾二绝 其二","元","耶律楚材","禁脔酷思浓鹿汁，香蔬久厌小儿拳。龙冈采得班龙尾，一串穿来寄玉泉。","Werneror",""
"虞先生送张元朴回龙虎有云麈尾每怀张外史鹅群今属薛玄卿元朴索次韵","元","张雨","想见先生戴笠行，黄茅冈上看阴晴。承闻祖道同疏傅，鄙说还乡似长卿。海内好诗元自少，江西行李不嫌轻。谪仙爱与元丹语，烟子而今亦有名。","Werneror",""
"独乐台用眠分黄犊草坐占白鸥沙为韵分赋得首尾二字 其一","元","许有壬","疏慵闭户事高眠，几负郊原雨后天。今日野心收不定，马家庄上好林泉。","Werneror",""
"独乐台用眠分黄犊草坐占白鸥沙为韵分赋得首尾二字 其二","元","许有壬","溅溅流水抱村斜，半入蔬畦半沤麻。故里溪山足风物，慎毋重踏一堤沙。","Werneror",""
"题寿人八十卷尾","元","耶律铸","未入非熊惜壮图，却簪黄发掩仙居。空花不挂真人眼，一任春风撼太虚。","Werneror",""
"余游暨阳访道士吴清逸见大龟如车轮五尾色苍黑类古铜蹒跚而行特特有声因为之赋","元","黄玠","惟尔大宝元龟，集虚洞玄。吐纳精气，介虫之仙。衡曳五尾，蹒跚而前。皮肌鳞鳞，支节连蜷。若倾耳以屡听，闻足音之跫然。不用世以蕲求，固有觌于几先。其德孔明，其心善渊。形质已异，而神独全。尔不自衒，人其舍旃。持以为圣人寿，如其年如其年。","Werneror",""
"寿阳曲","元","张可久","载酒人何处，倚阑花又开。忆秦娥、远山眉黛。锦云香、鉴湖宽似海。还不了、五年诗债。","Werneror",""
"清江引为僧永真赋","元","王恽","秋江水清深几竿，渔郎放舟烟渚间。中流举网紫鳞出，不祇博酒供盘飧。借问渔翁乐何主，泛宅浮家无定所。卖鱼生怕近城门，肯到红尘污人处。芦花两岸晚潮平，忆著莼鲈思径去。朝廷物色那可得，泽畔行吟何自苦。沧浪水清濯我缨，林婆酒熟容赊取。人间万事一醉休，睡煞江南烟与雨。觉来满眼是青山，独速绿蓑还自舞。渔父乐，真可与，细泻焦桐入新谱。朅来山城官事纷，簿书凫吏对斜曛。开图空会渔家趣，我恨不若江头人。","Werneror",""
"送辅贤出山作首尾吟二首 其一","元","李孝光","儒官不畏简书催，拄杖休惊石上苔。行到水穷云起处，路从四十九盘来。","Werneror",""
"送辅贤出山作首尾吟二首 其二","元","李孝光","路从四十九盘来，树底看云首独回。客里不知身是客，向人犹爱话箫台。","Werneror",""
"子昂诸贤赋天冠山五言诗二十八首模写已尽矣余遂作唐律一章题卷尾云","元","吴全节","青山特地耸天冠，闻说群仙驾紫鸾。浮世黄金空白发，倚云苍玉尚玄坛。松根怪石千年化，桧顶飞泉六月寒。弘景定辞神武去，鸥波浩荡锦江干。","Werneror",""
